aX,aY,aZ
-0.046,-0.188,0.924
-0.046,-0.186,0.922
-0.046,-0.183,0.921
-0.046,-0.182,0.922
-0.045,-0.182,0.923
-0.045,-0.18,0.924
-0.045,-0.181,0.924
-0.046,-0.185,0.928
-0.049,-0.191,0.928
-0.055,-0.195,0.926
-0.055,-0.2,0.929
-0.059,-0.209,0.932
-0.063,-0.209,0.937
-0.086,0.737,1.56
-0.161,1.186,1.56
-0.261,1.357,1.814
-0.362,1.098,1.87
-0.447,0.693,1.844
-0.447,0.424,1.802
-0.511,0.341,1.735
-0.553,0.341,1.68
-0.556,0.302,1.617
-0.518,0.179,1.617
-0.457,0.013,1.523
-0.378,-0.104,1.442
-0.285,-0.134,1.411
-0.285,-0.093,1.404
-0.18,-0.013,1.378
-0.073,-0.013,1.323
0.02,0.086,1.323
0.099,0.189,1.263
0.149,0.266,1.174
0.15,0.309,1.04
0.15,0.313,0.908
0.129,0.296,0.812
0.111,0.296,0.743
0.091,0.264,0.694
0.072,0.228,0.694
0.045,0.223,0.687
0.015,0.219,0.711
0.015,0.187,0.727
-0.003,0.156,0.734
-0.008,0.156,0.749
-0.009,0.15,0.772
0.003,0.153,0.772
0.023,0.156,0.805
0.038,0.154,0.844
0.038,0.156,0.89
0.049,0.178,0.955
0.046,0.178,1.025
0.017,0.206,1.06
-0.034,0.206,1.06
-0.077,0.171,1.059
-0.097,0.128,1.047
-0.104,0.099,1.04
-0.104,0.093,1.043
-0.109,0.102,1.053
-0.116,0.102,1.066
-0.12,0.106,1.08
-0.113,0.095,1.08
-0.096,0.075,1.093
-0.078,0.054,1.103
-0.078,0.038,1.109
-0.062,0.03,1.105
-0.049,0.03,1.098
-0.039,0.028,1.086
-0.032,0.028,1.086
-0.031,0.029,1.071
-0.033,0.031,1.06
-0.032,0.031,1.048
-0.032,0.028,1.035
-0.032,0.028,1.021
-0.032,0.022,1.011
-0.03,0.02,1.011
-0.027,0.021,1
-0.025,0.019,0.986
-0.023,0.015,0.973
-0.023,0.012,0.96
-0.021,0.007,0.951
-0.018,0.007,0.942
-0.016,0.002,0.942
-0.014,-0.002,0.935
-0.01,-0.007,0.929
-0.003,-0.012,0.924
-0.003,-0.016,0.921
0.003,-0.02,0.919
0.008,-0.02,0.918
0.016,-0.027,0.921
0.021,-0.032,0.921
0.026,-0.037,0.923
0.033,-0.045,0.923
0.04,-0.055,0.924
0.04,-0.063,0.925
0.046,-0.063,0.926
0.048,-0.07,0.927
0.049,-0.077,0.927
0.051,-0.082,0.927
0.053,-0.089,0.928
0.055,-0.095,0.929
0.055,-0.101,0.927
0.055,-0.101,0.923
0.052,-0.108,0.918
0.047,-0.113,0.913
0.042,-0.118,0.913
0.039,-0.121,0.905
0.037,-0.122,0.902
0.037,-0.123,0.902
0.038,-0.128,0.903
0.039,-0.128,0.901
0.042,-0.132,0.899
0.046,-0.137,0.899
0.047,-0.14,0.896
0.048,-0.142,0.893
0.047,-0.147,0.893
0.047,-0.154,0.891
0.048,-0.154,0.888
0.049,-0.158,0.888
0.047,-0.159,0.888
0.044,-0.166,0.886
0.042,-0.178,0.886
0.043,-0.178,0.889
0.043,-0.178,0.891
0.043,-0.352,0.901
0.083,-0.352,0.917
0.082,-0.425,0.9
0.034,-0.251,0.9
0.021,-0.176,0.878
0.015,-0.166,0.876
0.015,-0.149,0.874
0.015,-0.166,0.902
0.041,-0.166,0.936
0.083,-0.209,0.942
-0.052,1.152,1.545
-0.117,1.09,1.643
-0.209,1.09,1.636
-0.318,0.772,1.636
-0.42,0.503,1.641
-0.507,0.445,1.64
-0.561,0.44,1.599
-0.57,0.339,1.521
-0.57,0.176,1.446
-0.546,0.051,1.389
-0.492,0.018,1.347
-0.408,-0.094,1.347
-0.301,-0.144,1.32
-0.184,-0.12,1.286
-0.07,-0.036,1.235
0.055,0.066,1.162
0.027,0.144,1.062
0.082,0.144,0.963
0.104,0.191,0.871
0.111,0.204,0.871
0.109,0.18,0.782
0.092,0.16,0.733
0.064,0.149,0.713
0.064,0.124,0.699
0.039,0.124,0.696
0.024,0.094,0.698
0.014,0.069,0.698
0.007,0.053,0.713
-0.006,0.05,0.745
-0.017,0.048,0.778
-0.017,0.039,0.796
-0.015,0.035,0.814
-0.004,0.035,0.834
0.013,0.041,0.834
0.026,0.051,0.856
0.035,0.061,0.886
0.042,0.067,0.918
0.042,0.068,0.95
0.047,0.069,0.978
0.047,0.069,1.001
0.044,0.068,1.001
0.036,0.066,1.023
0.018,0.062,1.044
0.001,0.055,1.065
-0.123,0.045,1.089
-0.013,0.033,1.104
-0.03,0.033,1.108
-0.048,0.023,1.107
-0.067,0.033,1.107
-0.091,0.069,1.116
-0.122,0.103,1.125
-0.154,0.107,1.116
-0.154,0.092,1.096
-0.168,0.092,1.076
-0.166,0.074,1.066
-0.158,0.069,1.066
-0.151,0.072,1.061
-0.144,0.072,1.057
-0.13,0.059,1.055
-0.13,0.035,1.054
-0.107,0.009,1.055
-0.081,0.009,1.055
-0.06,-0.01,1.049
-0.043,-0.021,1.049
-0.031,-0.027,1.041
-0.023,-0.028,1.033
-0.023,-0.025,1.019
-0.023,-0.022,1.005
-0.026,-0.022,0.995
-0.031,-0.021,0.986
-0.031,-0.023,0.986
-0.026,-0.027,0.982
-0.022,-0.029,0.98
-0.016,-0.031,0.978
-0.016,-0.032,0.973
-0.008,-0.032,0.968
-0.004,-0.034,0.969
-0.002,-0.034,0.969
0.001,-0.032,0.971
0.003,-0.032,0.971
0.003,-0.031,0.972
0.003,-0.028,0.975
0.003,-0.026,0.979
0.003,-0.026,0.982
0.004,-0.026,0.982
0.004,-0.029,0.984
0.005,-0.032,0.983
0.006,-0.035,0.982
0.006,-0.042,0.981
0.006,-0.053,0.979
0.005,-0.053,0.978
0.002,-0.064,0.978
-0.002,-0.074,0.977
-0.009,-0.084,0.976
-0.015,-0.094,0.973
-0.015,-0.103,0.972
-0.019,-0.109,0.97
-0.024,-0.109,0.963
-0.032,-0.111,0.957
-0.035,-0.112,0.957
-0.034,-0.111,0.952
-0.032,-0.113,0.947
-0.028,-0.115,0.946
-0.028,-0.114,0.946
-0.023,-0.114,0.945
-0.018,-0.114,0.944
-0.014,-0.118,0.94
-0.01,-0.126,0.94
-0.009,-0.134,0.935
-0.009,-0.142,0.929
-0.01,-0.15,0.924
-0.01,-0.153,0.92
-0.014,-0.153,0.919
-0.022,-0.155,0.92
-0.029,-0.156,0.92
-0.036,-0.157,0.92
-0.041,-0.162,0.922
-0.046,-0.167,0.924
-0.046,-0.171,0.926
-0.271,1.265,1.474
-0.385,1.363,1.62
-0.385,0.963,1.644
-0.46,0.589,1.699
-0.502,0.515,1.699
-0.513,0.399,1.574
-0.521,0.481,1.569
-0.539,0.465,1.426
-0.55,0.313,1.36
-0.55,0.136,1.357
-0.554,0.017,1.366
-0.537,0.017,1.35
-0.477,-0.023,1.301
-0.379,0.003,1.301
-0.261,0.064,1.23
-0.145,0.138,1.169
-0.051,0.206,1.108
-0.051,0.235,1.012
0.008,0.227,0.904
0.042,0.227,0.81
0.072,0.197,0.685
0.094,0.158,0.734
0.106,0.124,0.679
0.112,0.095,0.645
0.112,0.074,0.631
0.114,0.064,0.63
0.113,0.064,0.641
0.111,0.06,0.667
0.117,0.05,0.667
0.128,0.047,0.699
0.139,0.061,0.74
0.145,0.088,0.786
0.145,0.119,0.834
0.141,0.119,0.891
0.117,0.159,0.946
0.07,0.193,0.946
0.018,0.194,0.987
-0.025,0.173,1.019
-0.055,0.163,1.062
-0.055,0.178,1.136
-0.08,0.178,1.2
-0.12,0.197,1.22
-0.174,0.189,1.221
-0.213,0.152,1.221
-0.221,0.096,1.209
-0.206,0.046,1.194
-0.206,0.023,1.19
-0.186,0.023,1.196
-0.165,0.023,1.2
-0.152,0.033,1.2
-0.143,0.04,1.2
-0.134,0.04,1.194
-0.125,0.031,1.18
-0.12,0.025,1.16
-0.12,0.028,1.139
-0.114,0.028,1.118
-0.11,0.036,1.106
-0.105,0.042,1.106
-0.102,0.048,1.092
-0.102,0.048,1.067
-0.099,0.041,1.043
-0.099,0.032,1.022
-0.091,0.018,1.003
-0.08,0.018,0.988
-0.067,0.003,0.976
-0.051,-0.007,0.976
-0.034,-0.016,0.964
-0.019,-0.023,0.953
-0.004,-0.03,0.944
-0.004,-0.037,0.935
0.009,-0.037,0.922
0.02,-0.046,0.911
0.029,-0.056,0.911
0.033,-0.062,0.903
0.035,-0.067,0.896
0.037,-0.072,0.892
0.037,-0.077,0.888
0.038,-0.077,0.883
0.039,-0.081,0.882
0.039,-0.085,0.882
0.034,-0.085,0.881
0.03,-0.085,0.884
0.03,-0.09,0.89
0.03,-0.095,0.892
0.03,-0.098,0.895
0.028,-0.098,0.897
0.024,-0.099,0.897
0.02,-0.101,0.897
0.011,-0.103,0.898
0,-0.108,0.898
-0.124,-0.11,0.899
-0.007,-0.109,0.9
-0.016,-0.109,0.903
-0.025,-0.111,0.908
-0.033,-0.115,0.908
-0.036,-0.122,0.917
-0.035,-0.131,0.929
-0.031,-0.141,0.938
-0.031,-0.153,0.946
-0.026,-0.167,0.954
-0.022,-0.167,0.958
-0.02,-0.179,0.961
-0.017,-0.188,0.961
-0.017,-0.194,0.962
-0.02,-0.193,0.962
-0.02,-0.191,0.964
-0.021,-0.189,0.962
-0.02,-0.189,0.961
-0.018,-0.188,0.962
-0.015,-0.189,0.962
-0.011,-0.191,0.961
-0.013,-0.197,0.961
-0.016,-0.204,0.959
-0.016,-0.213,0.957
-0.017,-0.222,0.955
-0.021,-0.222,0.951
-0.028,-0.227,0.951
-0.033,-0.235,0.945
-0.006,-0.401,0.944
-0.164,1.059,1.592
-0.293,1.254,1.855
-0.4,0.945,1.924
-0.4,0.451,1.955
-0.482,0.219,1.987
-0.543,0.219,1.936
-0.565,0.256,1.816
-0.553,0.281,1.816
-0.538,0.198,1.686
-0.517,0.067,1.586
-0.475,-0.039,1.522
-0.475,-0.083,1.467
-0.399,-0.065,1.407
-0.288,-0.065,1.337
-0.151,-0.001,1.212
-0.032,0.076,1.233
0.045,0.136,1.1
0.093,0.173,0.973
0.093,0.191,0.861
0.114,0.189,0.778
0.11,0.189,0.699
0.098,0.146,0.624
0.088,0.091,0.624
0.075,0.064,0.597
0.061,0.047,0.601
0.051,0.022,0.61
0.051,0.003,0.622
0.046,0.003,0.639
0.044,-0.005,0.664
0.05,-0.009,0.664
0.066,-0.011,0.698
0.086,-0.01,0.737
0.104,-0.007,0.776
0.104,-0.006,0.809
0.119,-0.006,0.839
0.126,-0.003,0.882
0.112,0.016,0.882
0.078,0.033,0.929
0.045,0.02,0.955
0.021,0.002,0.972
0.021,0.005,0.993
0,0.005,1.018
-0.022,0.025,1.047
-0.043,0.046,1.047
-0.057,0.061,1.077
-0.062,0.065,1.106
-0.059,0.058,1.134
-0.059,0.044,1.157
-0.049,0.044,1.178
-0.042,0.039,1.22
-0.049,0.062,1.274
-0.087,0.096,1.274
-0.143,0.098,1.295
-0.186,0.065,1.276
-0.203,0.02,1.235
-0.203,-0.011,1.192
-0.195,-0.011,1.161
-0.179,-0.016,1.144
-0.162,-0.006,1.144
-0.139,-0.005,1.136
-0.102,-0.023,1.136
-0.058,-0.056,1.136
-0.058,-0.089,1.137
-0.019,-0.114,1.131
0.013,-0.114,1.118
0.035,-0.127,1.118
0.044,-0.129,1.102
0.044,-0.117,1.081
0.039,-0.096,1.062
0.039,-0.073,1.041
0.029,-0.05,1.015
0.018,-0.05,0.994
0.008,-0.029,0.976
0.002,-0.013,0.976
-0.001,-0.003,0.96
-0.004,0,0.951
-0.006,0.001,0.945
-0.006,0,0.937
-0.005,0,0.931
-0.004,-0.005,0.923
-0.006,-0.01,0.923
-0.006,-0.017,0.917
-0.005,-0.023,0.914
-0.008,-0.029,0.912
-0.008,-0.033,0.912
-0.015,-0.037,0.916
-0.021,-0.037,0.921
-0.022,-0.041,0.921
-0.022,-0.045,0.924
-0.021,-0.052,0.929
-0.021,-0.059,0.937
-0.021,-0.068,0.94
-0.018,-0.079,0.943
-0.015,-0.079,0.948
-0.017,-0.093,0.952
-0.016,-0.109,0.952
-0.017,-0.122,0.952
-0.021,-0.134,0.95
-0.021,-0.143,0.949
-0.029,-0.149,0.945
-0.039,-0.149,0.939
-0.047,-0.151,0.935
-0.057,-0.152,0.931
-0.066,-0.152,0.931
-0.074,-0.148,0.926
-0.08,-0.138,0.922
-0.08,-0.13,0.918
-0.082,-0.123,0.916
-0.082,-0.123,0.914
-0.084,-0.116,0.913
-0.084,-0.112,0.913
-0.082,-0.112,0.912
-0.08,-0.116,0.913
-0.077,-0.122,0.913
-0.077,-0.129,0.913
-0.073,-0.129,0.909
-0.069,-0.138,0.904
-0.065,-0.146,0.904
-0.065,-0.153,0.902
-0.013,0.992,1.546
-0.078,1.157,1.671
-0.138,0.895,1.671
-0.204,0.492,1.725
-0.286,0.318,1.737
-0.363,0.337,1.691
-0.363,0.285,1.631
-0.416,0.161,1.601
-0.45,0.138,1.602
-0.467,-0.011,1.602
-0.458,-0.097,1.602
-0.411,-0.097,1.567
-0.33,-0.022,1.485
-0.33,0.085,1.382
-0.219,0.178,1.281
-0.094,0.178,1.158
0.001,0.239,1.033
0.061,0.276,1.026
0.099,0.285,0.91
0.114,0.263,0.804
0.114,0.232,0.722
0.107,0.19,0.658
0.095,0.19,0.597
0.082,0.135,0.565
0.074,0.09,0.565
0.081,0.051,0.568
0.095,0.017,0.577
0.095,0,0.599
0.112,-0.005,0.634
0.128,-0.005,0.673
0.138,0.002,0.726
0.124,0.04,0.726
0.096,0.077,0.773
0.082,0.076,0.794
0.082,0.061,0.816
0.08,0.061,0.849
0.081,0.061,0.888
0.087,0.077,0.932
0.091,0.095,0.932
0.089,0.107,0.976
0.098,0.115,1.04
0.102,0.139,1.114
0.102,0.178,1.172
0.061,0.178,1.202
-0.017,0.194,1.201
-0.085,0.167,1.201
-0.123,0.108,1.178
-0.137,0.055,1.143
-0.137,0.037,1.129
-0.137,0.047,1.134
-0.132,0.064,1.138
-0.13,0.064,1.135
-0.12,0.065,1.125
-0.099,0.046,1.125
-0.079,0.015,1.107
-0.057,-0.019,1.091
-0.057,-0.04,1.081
-0.037,-0.041,1.071
-0.024,-0.041,1.059
-0.015,-0.031,1.047
-0.006,-0.015,1.047
0.002,0.002,1.033
0.012,0.012,1.018
0.023,0.016,1.004
0.023,0.018,0.989
0.035,0.016,0.977
0.047,0.016,0.967
0.06,0.014,0.967
0.069,0.013,0.957
0.077,0.008,0.946
0.081,0.003,0.936
0.081,-0.002,0.928
0.082,-0.012,0.922
0.081,-0.012,0.916
0.078,-0.02,0.916
0.074,-0.027,0.915
0.069,-0.032,0.914
0.062,-0.037,0.911
0.062,-0.038,0.912
0.057,-0.038,0.915
0.051,-0.039,0.918
0.044,-0.039,0.922
0.041,-0.04,0.922
0.041,-0.044,0.928
0.039,-0.048,0.932
0.039,-0.05,0.938
0.039,-0.051,0.944
0.038,-0.052,0.948
0.036,-0.052,0.951
0.037,-0.054,0.951
0.038,-0.055,0.952
0.04,-0.056,0.954
0.041,-0.055,0.955
0.042,-0.056,0.957
0.042,-0.06,0.959
0.042,-0.06,0.96
0.044,-0.066,0.959
0.045,-0.073,0.959
0.044,-0.082,0.957
0.044,-0.092,0.955
0.042,-0.103,0.951
0.042,-0.114,0.947
0.041,-0.114,0.942
0.043,-0.122,0.935
0.045,-0.133,0.929
0.045,-0.142,0.929
0.044,-0.149,0.922
0.041,-0.152,0.916
0.041,-0.154,0.91
0.035,-0.155,0.907
0.03,-0.155,0.907
0.026,-0.155,0.906
0.021,-0.159,0.906
0.02,-0.163,0.903
0.02,-0.165,0.9
0.022,-0.167,0.9
0.022,-0.17,0.902
0.025,-0.17,0.903
0.028,-0.172,0.903
0.1,1.564,1.518
0.1,1.742,1.86
0.031,1.317,2.12
-0.091,1.317,2.221
-0.228,0.672,2.038
-0.36,0.227,2.038
-0.455,0.046,1.726
-0.525,-0.022,1.485
-0.565,-0.103,1.338
-0.565,-0.199,1.25
-0.54,-0.199,1.217
-0.455,-0.251,1.187
-0.341,-0.263,1.187
-0.21,-0.232,1.138
-0.081,-0.142,1.094
0.026,-0.028,1.047
0.026,0.072,0.992
0.102,0.144,0.936
0.144,0.144,0.88
0.161,0.189,0.833
0.162,0.213,0.833
0.157,0.232,0.807
0.144,0.234,0.791
0.144,0.213,0.758
0.118,0.189,0.729
0.093,0.189,0.716
0.072,0.168,0.718
0.049,0.158,0.718
0.044,0.127,0.716
0.054,0.075,0.705
0.054,0.048,0.714
0.064,0.047,0.743
0.073,0.047,0.779
0.077,0.058,0.819
0.077,0.075,0.819
0.076,0.095,0.861
0.072,0.118,0.911
0.065,0.137,0.963
0.065,0.15,1.008
0.046,0.157,1.043
0.028,0.157,1.087
0.007,0.174,1.087
-0.032,0.198,1.123
-0.077,0.198,1.122
-0.101,0.178,1.114
-0.101,0.183,1.128
-0.11,0.213,1.154
-0.115,0.213,1.157
-0.119,0.212,1.135
-0.115,0.176,1.135
-0.102,0.13,1.125
-0.096,0.098,1.125
-0.096,0.08,1.113
-0.108,0.063,1.093
-0.128,0.063,1.072
-0.145,0.046,1.052
-0.15,0.024,1.052
-0.143,0,1.039
-0.124,-0.018,1.036
-0.096,-0.025,1.037
-0.096,-0.023,1.038
-0.064,-0.023,1.033
-0.032,-0.023,1.024
-0.005,-0.025,1.024
0.017,-0.027,1.01
0.036,-0.036,0.993
0.052,-0.049,0.979
0.052,-0.061,0.971
0.063,-0.067,0.963
0.07,-0.067,0.953
0.075,-0.074,0.943
0.08,-0.081,0.943
0.081,-0.085,0.935
0.082,-0.09,0.93
0.082,-0.095,0.927
0.082,-0.1,0.923
0.079,-0.1,0.922
0.078,-0.104,0.924
0.075,-0.107,0.924
0.071,-0.108,0.925
0.067,-0.106,0.925
0.068,-0.103,0.938
0.068,-0.103,0.953
0.072,-0.103,0.956
0.069,-0.105,0.957
0.064,-0.105,0.957
0.062,-0.105,0.957
0.058,-0.108,0.958
0.048,-0.107,0.961
0.04,-0.1,0.963
0.04,-0.092,0.964
0.03,-0.092,0.968
0.02,-0.085,0.974
0.013,-0.081,0.974
0.006,-0.08,0.978
0,-0.078,0.984
-0.004,-0.079,0.989
-0.004,-0.085,0.992
-0.008,-0.085,0.992
-0.017,-0.09,0.993
-0.024,-0.096,0.993
-0.027,-0.102,0.993
-0.033,-0.102,0.992
-0.038,-0.1,0.991
-0.038,-0.093,0.986
-0.042,-0.089,0.978
-0.045,-0.089,0.973
-0.046,-0.087,0.973
-0.051,-0.087,0.971
-0.057,-0.093,0.964
-0.06,-0.104,0.955
-0.06,-0.118,0.949
-0.063,-0.13,0.944
-0.065,-0.13,0.938
-0.064,-0.142,0.935
-0.067,-0.149,0.935
-0.069,-0.152,0.927
-0.067,-0.158,0.919
-0.067,-0.166,0.909
-0.166,1.384,1.612
-0.335,1.384,1.766
-0.49,1.041,1.89
-0.589,0.628,1.89
-0.637,0.637,1.815
-0.646,0.796,1.624
-0.624,0.735,1.53
-0.624,0.527,1.55
-0.585,0.277,1.592
-0.545,0.32,1.599
-0.505,0.145,1.599
-0.463,0.02,1.555
-0.424,-0.031,1.466
-0.385,-0.021,1.367
-0.385,0.019,1.28
-0.344,0.061,1.216
-0.303,0.061,1.167
-0.259,0.087,1.122
-0.205,0.096,1.122
-0.133,0.086,1.085
-0.062,0.067,1.034
-0.014,0.085,0.957
-0.014,0.078,0.87
0.032,0.078,0.8
0.089,0.031,0.741
0.137,0.008,0.741
0.16,0.001,0.688
0.169,0.008,0.66
0.171,0.028,0.642
0.171,0.057,0.625
0.163,0.057,0.621
0.158,0.08,0.647
0.161,0.096,0.647
0.161,0.12,0.709
0.136,0.156,0.808
0.081,0.179,0.904
0.081,0.175,0.964
0.017,0.175,0.989
-0.045,0.156,0.996
-0.097,0.134,0.997
-0.134,0.119,0.997
-0.157,0.118,1.004
-0.167,0.126,1.019
-0.167,0.129,1.041
-0.169,0.126,1.061
-0.167,0.126,1.08
-0.163,0.112,1.098
-0.156,0.089,1.098
-0.154,0.067,1.111
-0.16,0.049,1.117
-0.167,0.039,1.117
-0.167,0.035,1.117
-0.172,0.035,1.116
-0.177,0.032,1.112
-0.176,0.031,1.112
-0.174,0.026,1.105
-0.172,0.02,1.094
-0.167,0.01,1.081
-0.167,-0.002,1.069
-0.16,-0.014,1.058
-0.153,-0.014,1.049
-0.143,-0.029,1.038
-0.132,-0.041,1.038
-0.122,-0.05,1.025
-0.113,-0.056,1.009
-0.104,-0.062,0.989
-0.104,-0.068,0.975
-0.092,-0.068,0.956
-0.081,-0.071,0.934
-0.073,-0.071,0.934
-0.063,-0.071,0.914
-0.055,-0.072,0.897
-0.044,-0.076,0.886
-0.044,-0.083,0.883
-0.03,-0.092,0.882
-0.016,-0.092,0.88
-0.003,-0.102,0.88
0.005,-0.111,0.88
0.014,-0.118,0.878
0.019,-0.121,0.875
0.019,-0.123,0.874
0.018,-0.123,0.876
0.014,-0.123,0.879
0.008,-0.123,0.882
0.002,-0.122,0.882
-0.004,-0.121,0.886
-0.01,-0.124,0.89
-0.01,-0.127,0.897
-0.01,-0.13,0.903
-0.008,-0.13,0.909
-0.009,-0.135,0.916
-0.009,-0.138,0.916
-0.009,-0.137,0.922
-0.011,-0.137,0.928
-0.016,-0.139,0.935
-0.016,-0.144,0.941
-0.024,-0.154,0.946
-0.031,-0.154,0.948
-0.038,-0.165,0.948
-0.042,-0.175,0.95
-0.043,-0.185,0.952
-0.043,-0.191,0.955
-0.041,-0.192,0.959
-0.041,-0.191,0.966
-0.037,-0.191,0.975
-0.035,-0.191,0.982
-0.032,-0.191,0.982
-0.029,-0.194,0.987
-0.027,-0.196,0.995
-0.026,-0.2,1
-0.026,-0.204,1.001
-0.028,-0.204,1.001
-0.029,-0.21,1
-0.031,-0.218,0.998
-0.029,-0.227,0.998
-0.026,-0.239,0.997
-0.025,-0.249,0.998
-0.025,-0.257,0.999
-0.024,-0.263,0.999
-0.124,1.31,1.545
-0.154,1.435,1.695
-0.221,1.44,1.792
-0.33,1.101,1.792
-0.472,0.58,1.927
-0.598,0.348,1.87
-0.662,0.361,1.662
-0.661,0.249,1.519
-0.661,0.01,1.464
-0.611,0.01,1.438
-0.522,-0.219,1.413
-0.394,-0.368,1.413
-0.25,-0.381,1.382
-0.129,-0.271,1.314
-0.032,-0.142,1.225
-0.032,-0.035,1.139
0.053,0.051,1.049
0.116,0.051,0.961
0.156,0.105,0.961
0.169,0.149,0.881
0.148,0.174,0.798
0.119,0.163,0.71
0.119,0.122,0.626
0.101,0.076,0.566
0.092,0.076,0.545
0.082,0.045,0.561
0.073,0.033,0.561
0.066,0.03,0.616
0.061,0.027,0.684
0.054,0.033,0.745
0.054,0.049,0.8
0.041,0.049,0.844
0.031,0.057,0.883
0.023,0.061,0.883
0.007,0.063,0.916
-0.012,0.056,0.928
-0.022,0.046,0.939
-0.022,0.037,0.965
-0.025,0.037,1.001
-0.022,0.025,1.037
-0.013,0.02,1.037
-0.017,0.02,1.049
-0.028,0.016,1.043
-0.033,0.008,1.04
-0.033,0.004,1.037
-0.034,0.002,1.044
-0.036,0.002,1.062
-0.04,0.003,1.062
-0.043,0.002,1.082
-0.05,0.01,1.109
-0.073,0.03,1.144
-0.073,0.04,1.159
-0.111,0.02,1.146
-0.146,0.02,1.113
-0.158,-0.016,1.077
-0.149,-0.045,1.077
-0.131,-0.055,1.049
-0.112,-0.046,1.028
-0.092,-0.038,1.014
-0.092,-0.041,1.004
-0.07,-0.041,0.994
-0.049,-0.056,0.984
-0.029,-0.075,0.984
-0.01,-0.091,0.976
0.003,-0.101,0.969
0.01,-0.101,0.96
0.01,-0.094,0.948
0.014,-0.082,0.936
0.017,-0.082,0.924
0.02,-0.071,0.924
0.022,-0.061,0.915
0.024,-0.055,0.91
0.03,-0.053,0.906
0.03,-0.057,0.909
0.037,-0.063,0.911
0.039,-0.063,0.913
0.039,-0.07,0.915
0.037,-0.077,0.915
0.036,-0.084,0.915
0.032,-0.093,0.918
0.026,-0.103,0.923
0.026,-0.112,0.927
0.017,-0.117,0.929
0.01,-0.117,0.932
0.007,-0.122,0.932
0.003,-0.128,0.938
0,-0.132,0.942
-0.003,-0.133,0.946
-0.003,-0.135,0.949
-0.009,-0.135,0.95
-0.014,-0.135,0.949
-0.018,-0.13,0.953
-0.017,-0.125,0.953
-0.016,-0.122,0.963
-0.019,-0.119,0.968
-0.024,-0.115,0.961
-0.024,-0.11,0.955
-0.032,-0.11,0.949
-0.04,-0.11,0.946
-0.044,-0.112,0.944
-0.048,-0.112,0.944
-0.051,-0.114,0.944
-0.052,-0.118,0.947
-0.052,-0.125,0.948
-0.052,-0.133,0.947
-0.048,-0.133,0.947
-0.044,-0.137,0.95
-0.041,-0.143,0.95
-0.036,-0.149,0.952
-0.032,-0.157,0.951
-0.028,-0.165,0.95
-0.028,-0.175,0.949
-0.023,-0.186,0.946
-0.023,-0.186,0.943
-0.022,-0.193,0.943
-0.02,-0.201,0.94
-0.021,-0.208,0.939
-0.02,-0.216,0.94
-0.02,-0.223,0.942
-0.434,-0.547,1.097
-0.436,-0.597,1.177
-0.438,-0.567,1.181
-0.438,-0.483,1.101
-0.434,-0.414,0.988
-0.431,-0.289,0.884
-0.435,-0.375,0.804
-0.452,-0.356,0.804
-0.483,-0.347,0.751
-0.514,-0.338,0.709
-0.535,-0.327,0.671
-0.535,-0.313,0.634
-0.538,-0.3,0.624
-0.527,-0.3,0.652
-0.511,-0.295,0.683
-0.493,-0.288,0.683
-0.484,-0.274,0.703
-0.492,-0.251,0.708
-0.617,-0.228,0.69
-0.508,-0.217,0.655
-0.516,-0.217,0.645
-0.517,-0.214,0.656
-0.513,-0.216,0.656
-0.511,-0.217,0.665
-0.516,-0.202,0.682
-0.514,-0.191,0.68
-0.514,-0.194,0.656
-0.502,-0.186,0.647
-0.489,-0.186,0.647
-0.48,-0.176,0.647
-0.474,-0.162,0.661
-0.475,-0.142,0.689
-0.478,-0.131,0.696
-0.478,-0.122,0.686
-0.482,-0.109,0.674
-0.489,-0.109,0.661
-0.495,-0.095,0.642
-0.493,-0.095,0.642
-0.488,-0.102,0.62
-0.489,-0.1,0.617
-0.498,-0.096,0.628
-0.498,-0.092,0.636
-0.507,-0.091,0.649
-0.514,-0.091,0.667
-0.52,-0.094,0.685
-0.523,-0.101,0.685
-0.531,-0.113,0.696
-0.538,-0.136,0.692
-0.538,-0.164,0.679
-0.547,-0.19,0.666
-0.565,-0.19,0.66
-0.589,-0.201,0.655
-0.617,-0.203,0.655
-0.65,-0.206,0.652
-0.669,-0.226,0.633
-0.677,-0.26,0.603
-0.677,-0.284,0.599
-0.689,-0.308,0.592
-0.695,-0.308,0.572
-0.695,-0.327,0.572
-0.693,-0.337,0.563
-0.685,-0.35,0.558
-0.665,-0.364,0.56
-0.665,-0.376,0.58
-0.631,-0.391,0.611
-0.59,-0.391,0.65
-0.544,-0.405,0.69
-0.497,-0.422,0.69
-0.467,-0.445,0.723
-0.455,-0.471,0.747
-0.449,-0.509,0.766
-0.449,-0.553,0.779
-0.445,-0.59,0.792
-0.444,-0.59,0.809
-0.438,-0.621,0.875
-0.379,-0.625,0.875
-0.311,-0.619,0.94
-0.369,-0.656,0.859
-0.494,-0.688,0.708
-0.498,-0.678,0.605
-0.603,-0.678,0.518
-0.702,-0.651,0.448
-0.763,-0.624,0.448
-0.773,-0.61,0.395
-0.786,-0.576,0.343
-0.824,-0.51,0.305
-0.824,-0.418,0.29
-0.915,-0.336,0.303
-1.018,-0.336,0.325
-1.077,-0.289,0.325
-1.105,-0.25,0.346
-1.098,-0.222,0.363
-1.06,-0.202,0.373
-1.06,-0.189,0.385
-1.006,-0.18,0.399
