aX,aY,aZ
0.07,-0.594,0.55
0.07,-0.591,0.547
0.068,-0.591,0.545
0.07,-0.591,0.543
0.074,-0.59,0.543
0.079,-0.59,0.542
0.083,-0.59,0.538
0.09,-0.59,0.531
0.09,-0.59,0.523
0.097,-0.593,0.514
0.103,-0.593,0.507
0.111,-0.595,0.507
0.116,-0.6,0.5
0.119,-0.603,0.495
0.122,-0.607,0.491
0.122,-0.614,0.488
0.122,-0.621,0.487
0.122,-0.627,0.487
0.123,-0.627,0.488
0.125,-0.632,0.489
0.126,-0.639,0.489
0.126,-0.649,0.491
0.215,0.63,1.189
0.228,0.629,1.23
0.238,0.626,1.268
0.243,0.622,1.305
0.243,0.612,1.338
0.24,0.612,1.365
0.231,0.601,1.386
0.22,0.598,1.386
0.204,0.601,1.4
0.185,0.606,1.404
0.164,0.612,1.404
0.164,0.617,1.403
0.142,0.623,1.403
0.127,0.623,1.409
0.125,0.629,1.412
0.135,0.631,1.412
0.15,0.625,1.413
0.162,0.613,1.411
0.162,0.597,1.404
0.162,0.575,1.394
0.157,0.575,1.382
0.151,0.559,1.371
0.147,0.547,1.371
0.155,0.536,1.368
0.172,0.526,1.369
0.186,0.51,1.368
0.186,0.487,1.363
0.202,0.459,1.361
0.222,0.459,1.355
0.242,0.441,1.344
0.255,0.435,1.344
0.259,0.437,1.331
0.267,0.444,1.322
0.267,0.454,1.315
0.285,0.463,1.309
0.303,0.463,1.302
0.316,0.469,1.29
0.314,0.476,1.29
0.293,0.479,1.273
0.262,0.48,1.252
0.227,0.478,1.225
0.227,0.469,1.195
0.191,0.469,1.161
0.161,0.452,1.122
0.136,0.431,1.122
0.115,0.407,1.084
0.093,0.385,1.042
0.068,0.367,0.992
0.068,0.358,0.946
0.048,0.358,0.92
0.039,0.361,0.895
0.034,0.359,0.859
0.022,0.349,0.859
0,0.343,0.823
-0.019,0.338,0.788
-0.019,0.333,0.76
-0.021,0.328,0.74
-0.01,0.328,0.724
0.007,0.317,0.713
0.024,0.294,0.713
0.036,0.266,0.709
0.04,0.238,0.708
0.037,0.204,0.703
0.037,0.164,0.691
0.026,0.164,0.674
0.007,0.118,0.653
-0.013,0.07,0.653
-0.034,0.024,0.628
-0.052,-0.027,0.601
-0.063,-0.095,0.581
-0.063,-0.178,0.561
-0.076,-0.261,0.531
-0.09,-0.261,0.492
-0.102,-0.328,0.458
-0.115,-0.384,0.458
-0.126,-0.438,0.427
-0.128,-0.485,0.399
-0.118,-0.53,0.388
-0.118,-0.58,0.395
-0.095,-0.58,0.411
-0.064,-0.628,0.432
-0.027,-0.683,0.432
0.014,-0.731,0.453
0.047,-0.761,0.463
0.074,-0.78,0.469
0.074,-0.792,0.474
0.096,-0.792,0.474
0.118,-0.799,0.474
0.139,-0.803,0.474
0.151,-0.796,0.468
0.157,-0.781,0.458
0.155,-0.766,0.449
0.155,-0.747,0.443
0.152,-0.725,0.44
0.15,-0.725,0.435
0.149,-0.704,0.429
0.149,-0.682,0.429
0.153,-0.662,0.427
0.161,-0.646,0.427
0.169,-0.629,0.428
0.169,-0.615,0.43
0.174,-0.604,0.433
0.179,-0.604,0.436
0.18,-0.597,0.436
0.176,-0.591,0.439
0.17,-0.585,0.442
0.163,-0.579,0.445
0.163,-0.574,0.449
0.154,-0.572,0.452
0.145,-0.572,0.456
0.138,-0.57,0.46
0.131,-0.572,0.46
0.128,-0.577,0.466
0.128,-0.584,0.474
0.129,-0.587,0.481
0.129,-0.588,0.487
0.132,-0.588,0.495
0.136,-0.591,0.504
0.138,-0.594,0.504
0.13,0.52,1.349
0.125,0.526,1.361
0.111,0.531,1.366
0.092,0.533,1.365
0.092,0.531,1.362
0.078,0.528,1.355
0.065,0.528,1.343
0.057,0.525,1.333
0.055,0.52,1.333
0.058,0.511,1.321
0.059,0.497,1.302
0.058,0.478,1.284
0.058,0.46,1.261
0.053,0.46,1.238
0.045,0.444,1.213
0.039,0.433,1.213
0.036,0.429,1.184
0.032,0.421,1.159
0.032,0.403,1.135
0.032,0.387,1.111
0.031,0.263,1.089
0.031,0.373,1.073
0.034,0.357,1.073
0.044,0.342,1.059
0.059,0.327,1.052
0.073,0.316,1.046
0.073,0.307,1.037
0.087,0.301,1.027
0.102,0.301,1.021
0.118,0.3,1.021
0.134,0.304,1.016
0.151,0.31,1.013
0.167,0.32,1.013
0.167,0.328,1.016
0.184,0.334,1.021
0.198,0.334,1.029
0.21,0.337,1.038
0.221,0.338,1.038
0.228,0.334,1.045
0.228,0.325,1.05
0.221,0.318,1.052
0.221,0.307,1.047
0.21,0.307,1.042
0.197,0.299,1.039
0.185,0.29,1.039
0.172,0.278,1.032
0.157,0.263,1.02
0.136,0.246,1.011
0.136,0.228,1.003
0.115,0.228,0.994
0.098,0.21,0.984
0.08,0.188,0.984
0.065,0.161,0.973
0.052,0.136,0.963
0.042,0.117,0.957
0.042,0.102,0.955
0.04,0.088,0.952
0.041,0.088,0.951
0.036,0.075,0.95
0.026,0.059,0.95
0.017,0.043,0.946
0.014,0.033,0.945
0.014,0.024,0.946
0.017,0.011,0.949
0.02,0.011,0.953
0.021,-0.003,0.958
0.023,-0.015,0.958
0.027,-0.025,0.963
0.032,-0.037,0.966
0.032,-0.05,0.964
0.034,-0.066,0.958
0.03,-0.066,0.952
0.027,-0.078,0.944
0.032,-0.081,0.944
0.042,-0.079,0.938
0.056,-0.081,0.936
0.066,-0.089,0.935
0.066,-0.099,0.938
0.074,-0.11,0.94
0.079,-0.11,0.944
0.081,-0.123,0.944
0.079,-0.139,0.945
0.074,-0.152,0.94
0.068,-0.176,0.934
0.068,-0.208,0.921
0.062,-0.235,0.903
0.061,-0.235,0.873
0.053,-0.26,0.873
0.036,-0.283,0.837
0.016,-0.307,0.8
-0.003,-0.332,0.763
-0.022,-0.351,0.73
-0.022,-0.371,0.705
-0.032,-0.496,0.686
-0.036,-0.4,0.667
-0.042,-0.429,0.667
-0.047,-0.456,0.649
-0.047,-0.484,0.632
-0.043,-0.505,0.619
-0.043,-0.521,0.611
-0.034,-0.538,0.612
-0.021,-0.538,0.619
-0.009,-0.55,0.628
0.006,-0.559,0.628
0.019,-0.565,0.637
0.034,-0.566,0.654
0.034,-0.557,0.674
0.048,-0.541,0.694
0.063,-0.541,0.717
0.079,-0.527,0.741
0.087,-0.515,0.741
0.091,-0.505,0.763
0.093,-0.495,0.781
0.091,-0.487,0.794
0.091,-0.476,0.803
0.085,-0.476,0.808
0.082,-0.466,0.81
0.08,-0.459,0.81
0.076,-0.455,0.806
0.066,0.508,1.372
0.057,0.529,1.372
0.048,0.545,1.375
0.041,0.559,1.377
0.041,0.574,1.371
0.032,0.587,1.362
0.021,0.587,1.352
0.011,0.598,1.338
0.005,0.604,1.338
0.002,0.603,1.327
0.002,0.598,1.317
0.004,0.592,1.304
0.004,0.587,1.29
0.004,0.587,1.277
0.003,0.579,1.268
0.001,0.57,1.268
-0.006,0.561,1.265
-0.013,0.556,1.263
-0.016,0.551,1.26
-0.016,0.549,1.253
-0.02,0.549,1.25
-0.023,0.547,1.251
-0.025,0.542,1.251
-0.027,0.54,1.25
-0.029,0.541,1.247
-0.03,0.543,1.244
-0.03,0.551,1.244
-0.029,0.563,1.246
-0.028,0.563,1.247
-0.029,0.574,1.25
-0.032,0.583,1.25
-0.032,0.591,1.254
-0.034,0.6,1.255
-0.035,0.606,1.253
-0.035,0.61,1.254
-0.035,0.61,1.258
-0.038,0.61,1.26
-0.04,0.609,1.26
-0.041,0.604,1.262
-0.043,0.594,1.263
-0.045,0.583,1.261
-0.045,0.572,1.256
-0.045,0.567,1.245
-0.042,0.567,1.232
-0.038,0.561,1.219
-0.034,0.553,1.219
-0.032,0.546,1.21
-0.027,0.537,1.203
-0.021,0.528,1.192
-0.021,0.519,1.182
-0.018,0.519,1.175
-0.015,0.511,1.166
-0.014,0.503,1.166
-0.013,0.494,1.157
-0.01,0.489,1.147
-0.008,0.486,1.137
-0.008,0.484,1.128
-0.006,0.484,1.116
-0.004,0.485,1.105
0,0.482,1.105
0.003,0.473,1.094
0.006,0.466,1.081
0.008,0.456,1.07
0.008,0.445,1.06
0.01,0.434,1.049
0.014,0.434,1.038
0.019,0.424,1.03
0.025,0.415,1.03
0.032,0.409,1.023
0.037,0.402,1.019
0.047,0.399,1.021
0.047,0.405,1.027
0.061,0.405,1.036
0.075,0.411,1.049
0.093,0.42,1.049
0.113,0.428,1.065
0.128,0.435,1.086
0.133,0.445,1.108
0.133,0.46,1.132
0.138,0.46,1.159
0.146,0.475,1.185
0.153,0.488,1.185
0.155,0.495,1.208
0.148,0.494,1.227
0.138,0.493,1.246
0.138,0.492,1.263
0.129,0.487,1.275
0.119,0.487,1.281
0.105,0.476,1.281
0.091,0.462,1.28
0.078,0.443,1.277
0.061,0.421,1.272
0.061,0.394,1.263
0.044,0.365,1.254
0.026,0.365,1.245
0.01,0.334,1.234
-0.007,0.301,1.234
-0.022,0.269,1.22
-0.03,0.242,1.21
-0.038,0.218,1.201
-0.038,0.197,1.195
-0.042,0.197,1.19
-0.042,0.18,1.188
-0.042,0.17,1.188
-0.041,0.167,1.184
-0.036,0.169,1.178
-0.028,0.173,1.175
-0.028,0.177,1.173
-0.018,0.182,1.171
-0.006,0.182,1.174
0.003,0.185,1.174
0.011,0.192,1.174
0.018,0.2,1.172
0.027,0.203,1.168
0.027,0.207,1.164
0.035,0.212,1.159
0.041,0.212,1.153
0.045,0.212,1.149
0.051,0.216,1.149
-0.036,0.605,1.374
-0.041,0.611,1.374
-0.051,0.613,1.373
-0.064,0.614,1.368
-0.075,0.611,1.358
-0.075,0.604,1.345
-0.084,0.604,1.335
-0.089,0.594,1.323
-0.088,0.585,1.311
-0.082,0.575,1.311
-0.073,0.565,1.297
-0.065,0.556,1.28
-0.065,0.544,1.263
-0.057,0.53,1.246
-0.045,0.53,1.227
-0.039,0.517,1.204
-0.035,0.508,1.204
-0.03,0.502,1.179
-0.02,0.498,1.156
-0.011,0.494,1.134
-0.011,0.49,1.114
-0.001,0.49,1.095
0.011,0.487,1.076
0.021,0.484,1.076
0.031,0.481,1.056
0.041,0.476,1.037
0.051,0.471,1.026
0.051,0.465,1.02
0.057,0.465,1.017
0.063,0.458,1.013
0.069,0.454,1.013
0.069,0.45,1.006
0.065,0.447,0.999
0.061,0.447,0.99
0.061,0.445,0.981
0.06,0.439,0.977
0.061,0.439,0.974
0.06,0.432,0.974
0.058,0.427,0.97
0.058,0.425,0.967
0.058,0.42,0.964
0.058,0.413,0.965
0.058,0.408,0.967
0.057,0.408,0.97
0.057,0.403,0.975
0.057,0.398,0.975
0.055,0.393,0.982
0.052,0.39,0.992
0.051,0.386,1
0.051,0.384,1.011
0.051,0.384,1.021
0.047,0.382,1.03
0.044,0.382,1.03
0.042,0.386,1.035
0.035,0.391,1.038
0.027,0.394,1.042
0.027,0.396,1.04
0.017,0.397,1.034
0.008,0.397,1.028
0.004,0.396,1.024
0.003,0.392,1.024
0.002,0.389,1.025
0.003,0.382,1.026
0.002,0.372,1.026
0.002,0.364,1.026
-0.002,0.364,1.024
-0.005,0.356,1.02
-0.005,0.348,1.02
-0.006,0.345,1.022
-0.005,0.346,1.024
0.002,0.352,1.023
0.002,0.361,1.021
0.007,0.361,1.017
0.011,0.369,1.012
0.017,0.376,1.012
0.022,0.382,1.009
0.029,0.386,1.006
0.035,0.391,1.003
0.035,0.394,0.999
0.041,0.394,0.996
0.049,0.396,0.998
0.059,0.397,0.998
0.066,0.398,0.998
0.07,0.402,0.999
0.072,0.407,1
0.072,0.413,1
0.075,0.418,0.999
0.079,0.418,1.001
0.081,0.425,1.001
0.083,0.429,1.005
0.083,0.431,1.008
0.083,0.434,1.013
0.083,0.434,1.02
0.085,0.434,1.025
0.083,0.434,1.031
0.082,0.431,1.038
0.078,0.43,1.038
0.074,0.428,1.044
0.074,0.425,1.049
0.074,0.426,1.055
0.073,0.427,1.062
0.073,0.427,1.069
0.074,0.427,1.072
0.075,0.426,1.072
0.075,0.427,1.078
0.078,0.429,1.086
0.083,0.432,1.094
0.083,0.437,1.106
0.091,0.437,1.121
0.098,0.447,1.132
0.101,0.454,1.132
0.102,0.46,1.14
0.104,0.465,1.15
0.106,0.471,1.159
0.106,0.475,1.169
0.109,0.475,1.179
0.113,0.475,1.191
0.117,0.477,1.191
0.118,0.48,1.203
0.147,0.521,1.352
0.156,0.529,1.352
0.162,0.538,1.352
0.165,0.549,1.35
0.17,0.56,1.344
0.172,0.57,1.335
0.172,0.582,1.327
0.171,0.582,1.321
0.17,0.589,1.315
0.168,0.594,1.315
0.165,0.599,1.306
0.159,0.599,1.3
0.152,0.599,1.294
0.152,0.598,1.287
0.143,0.593,1.285
0.133,0.593,1.284
0.124,0.593,1.284
0.112,0.592,1.282
0.1,0.589,1.275
0.089,0.588,1.268
0.089,0.588,1.266
0.081,0.586,1.263
0.079,0.586,1.26
0.077,0.584,1.26
0.076,0.584,1.26
0.075,0.582,1.26
0.075,0.578,1.26
0.074,0.573,1.259
0.074,0.567,1.255
0.071,0.567,1.247
0.068,0.561,1.238
0.067,0.555,1.238
0.066,0.549,1.227
0.066,0.545,1.216
0.064,0.542,1.205
0.064,0.537,1.195
0.062,0.537,1.181
0.062,0.534,1.163
0.064,0.535,1.163
0.069,0.535,1.143
0.074,0.534,1.123
0.081,0.531,1.102
0.081,0.527,1.081
0.087,0.519,1.063
0.093,0.519,1.047
0.099,0.508,1.047
0.104,0.496,1.029
0.106,0.48,1.009
0.108,0.466,0.992
0.108,0.451,0.975
0.112,0.435,0.963
0.116,0.435,0.956
0.117,0.423,0.951
0.118,0.414,0.951
0.119,0.407,0.95
0.118,0.402,0.953
0.116,0.398,0.956
0.116,0.397,0.961
0.111,0.397,0.968
0.107,0.398,0.976
0.104,0.398,0.976
0.1,0.4,0.982
0.096,0.402,0.985
0.096,0.401,0.99
0.096,0.397,0.997
0.099,0.397,1.006
0.102,0.395,1.014
0.103,0.395,1.014
0.104,0.392,1.02
0.105,0.388,1.025
0.102,0.385,1.029
0.102,0.383,1.033
0.097,0.382,1.034
0.092,0.382,1.034
0.085,0.38,1.033
0.081,0.376,1.033
0.08,0.374,1.032
0.081,0.371,1.034
0.081,0.368,1.033
0.081,0.365,1.027
0.081,0.365,1.022
0.083,0.36,1.017
0.084,0.356,1.017
0.084,0.354,1.011
0.085,0.352,1.006
0.088,0.351,0.998
0.088,0.351,0.99
0.091,0.351,0.984
0.096,0.351,0.978
0.1,0.351,0.978
0.102,0.351,0.975
0.105,0.353,0.973
0.11,0.354,0.97
0.11,0.354,0.968
0.113,0.355,0.97
0.117,0.355,0.968
0.12,0.357,0.968
0.123,0.359,0.962
0.127,0.363,0.956
0.131,0.365,0.95
0.131,0.366,0.944
0.135,0.366,0.939
0.141,0.366,0.938
0.146,0.366,0.94
0.147,0.367,0.94
0.147,0.367,0.941
0.15,0.367,0.944
0.154,0.369,0.949
0.154,0.37,0.957
0.155,0.37,0.967
0.154,0.37,0.977
0.153,0.373,0.977
0.154,0.375,0.988
0.155,0.375,0.999
0.158,0.377,1.012
0.158,0.384,1.023
0.16,0.387,1.032
0.161,0.387,1.044
0.162,0.392,1.044
0.309,0.351,1.377
0.307,0.348,1.377
0.286,0.352,1.376
0.264,0.367,1.376
0.248,0.387,1.376
0.248,0.408,1.375
0.239,0.408,1.37
0.224,0.421,1.357
0.195,0.424,1.357
0.153,0.423,1.334
0.102,0.421,1.308
0.057,0.414,1.283
0.057,0.397,1.248
0.017,0.272,1.205
-0.018,0.374,1.159
-0.047,0.346,1.159
-0.073,0.314,1.109
-0.102,0.276,1.052
-0.133,0.234,0.992
-0.133,0.194,0.935
-0.161,0.157,0.88
-0.18,0.157,0.829
-0.192,0.114,0.785
-0.2,0.067,0.785
-0.199,0.021,0.754
-0.188,-0.026,0.73
-0.188,-0.074,0.707
-0.172,-0.128,0.687
-0.158,-0.128,0.666
-0.146,-0.183,0.65
-0.134,-0.237,0.65
-0.121,-0.3,0.635
-0.105,-0.369,0.62
-0.086,-0.432,0.608
-0.086,-0.478,0.59
-0.065,-0.509,0.569
-0.047,-0.509,0.541
-0.038,-0.539,0.541
-0.031,-0.566,0.514
-0.025,-0.584,0.494
-0.018,-0.599,0.486
-0.005,-0.616,0.488
-0.005,-0.635,0.492
0.012,-0.635,0.495
0.033,-0.648,0.492
0.054,-0.647,0.492
0.072,-0.64,0.482
0.084,-0.64,0.473
0.095,-0.648,0.468
0.095,-0.652,0.471
0.106,-0.652,0.476
0.114,-0.651,0.479
0.118,-0.652,0.479
0.124,-0.656,0.481
0.129,-0.66,0.48
0.131,-0.665,0.475
0.131,-0.675,0.454
0.128,-0.684,0.438
0.126,-0.684,0.438
0.127,-0.692,0.427
0.124,-0.703,0.427
0.121,-0.713,0.407
0.114,-0.725,0.388
0.107,-0.736,0.367
0.107,-0.748,0.347
0.103,-0.873,0.328
0.103,-0.759,0.31
0.105,-0.766,0.31
0.108,-0.771,0.298
0.112,-0.775,0.291
0.116,-0.777,0.289
0.116,-0.782,0.288
0.121,-0.789,0.289
0.126,-0.789,0.29
0.133,-0.794,0.29
0.142,-0.798,0.29
0.152,-0.796,0.292
0.166,-0.79,0.296
0.181,-0.787,0.303
0.181,-0.783,0.316
0.192,-0.783,0.318
0.195,-0.778,0.318
0.2,-0.773,0.318
0.21,-0.762,0.329
0.217,-0.75,0.334
0.223,-0.743,0.343
0.223,-0.739,0.357
0.233,-0.739,0.366
0.241,-0.735,0.37
0.246,-0.733,0.374
0.253,-0.734,0.374
0.261,-0.734,0.38
0.268,-0.736,0.386
0.273,-0.737,0.394
0.273,-0.739,0.402
0.28,-0.739,0.408
0.286,-0.745,0.417
0.292,-0.75,0.417
0.296,-0.754,0.424
0.294,-0.757,0.428
0.29,-0.761,0.434
0.29,-0.765,0.436
0.288,-0.766,0.44
0.285,-0.766,0.444
0.283,-0.767,0.446
0.285,-0.771,0.446
0.283,-0.773,0.448
0.28,-0.775,0.452
0.279,-0.776,0.454
0.279,-0.775,0.455
0.277,-0.775,0.457
0.277,-0.772,0.461
0.276,-0.77,0.461
0.275,-0.767,0.467
0.278,-0.766,0.475
0.279,-0.765,0.484
0.279,-0.767,0.492
0.276,-0.767,0.498
0.275,-0.771,0.504
0.155,0.402,1.511
0.167,0.406,1.539
0.167,0.416,1.555
0.162,0.416,1.551
0.141,0.428,1.536
0.129,0.433,1.536
0.125,0.434,1.518
0.115,0.432,1.496
0.101,0.428,1.469
0.101,0.422,1.441
0.087,0.422,1.41
0.073,0.414,1.372
0.056,0.408,1.372
0.044,0.407,1.33
0.049,0.411,1.297
0.064,0.419,1.276
0.064,0.426,1.256
0.072,0.427,1.224
0.066,0.427,1.184
0.046,0.424,1.137
0.017,0.425,1.137
-0.011,0.423,1.082
-0.022,0.416,1.042
-0.022,0.407,1.009
-0.02,0.389,0.97
-0.023,0.389,0.93
-0.035,0.366,0.895
-0.051,0.334,0.895
-0.073,0.299,0.864
-0.095,0.266,0.84
-0.117,0.233,0.822
-0.117,0.195,0.805
-0.138,0.195,0.793
-0.16,0.155,0.789
-0.182,0.115,0.789
-0.203,0.071,0.784
-0.229,0.026,0.775
-0.257,-0.02,0.767
-0.285,-0.068,0.763
-0.285,-0.118,0.763
-0.307,-0.118,0.76
-0.329,-0.181,0.751
-0.348,-0.25,0.751
-0.355,-0.319,0.742
-0.352,-0.393,0.726
-0.346,-0.461,0.701
-0.346,-0.52,0.68
-0.338,-0.52,0.658
-0.323,-0.575,0.638
-0.305,-0.611,0.632
-0.28,-0.627,0.632
-0.243,-0.633,0.632
-0.197,-0.638,0.632
-0.197,-0.642,0.621
-0.152,-0.641,0.596
-0.113,-0.641,0.567
-0.08,-0.631,0.534
-0.046,-0.619,0.534
-0.01,-0.61,0.501
0.023,-0.597,0.466
0.046,-0.585,0.43
0.046,-0.578,0.381
0.061,-0.578,0.342
0.074,-0.578,0.319
0.088,-0.581,0.319
0.095,-0.589,0.286
0.098,-0.606,0.257
0.099,-0.63,0.231
0.099,-0.661,0.214
0.093,-0.699,0.203
0.087,-0.699,0.192
0.079,-0.738,0.189
0.069,-0.776,0.189
0.064,-0.811,0.193
0.062,-0.842,0.198
0.062,-0.868,0.205
0.062,-0.885,0.219
0.06,-0.885,0.238
0.057,-0.895,0.257
0.055,-0.898,0.257
0.057,-0.89,0.275
0.061,-0.871,0.293
0.067,-0.845,0.312
0.067,-0.812,0.328
0.075,-0.812,0.344
0.083,-0.775,0.356
0.096,-0.735,0.365
0.113,-0.697,0.365
0.132,-0.666,0.37
0.151,-0.638,0.378
0.151,-0.619,0.385
0.168,-0.61,0.392
0.185,-0.61,0.389
0.197,-0.612,0.386
0.209,-0.622,0.386
0.223,-0.633,0.388
0.229,-0.649,0.383
0.235,-0.667,0.374
0.235,-0.691,0.365
0.241,-0.718,0.355
0.24,-0.718,0.343
0.235,-0.745,0.343
0.23,-0.772,0.331
0.226,-0.793,0.322
0.219,-0.81,0.312
0.215,-0.823,0.309
0.215,-0.832,0.312
0.214,-0.832,0.313
0.209,-0.839,0.322
0.204,-0.842,0.322
0.203,-0.846,0.333
0.2,-0.852,0.342
0.197,-0.851,0.35
0.197,-0.847,0.355
0.196,-0.839,0.359
0.195,-0.839,0.364
0.191,-0.83,0.367
0.187,-0.82,0.367
0.184,-0.813,0.374
0.029,0.553,1.436
0.04,0.571,1.44
0.049,0.588,1.44
0.053,0.606,1.442
0.056,0.627,1.444
0.06,0.649,1.451
0.06,0.674,1.455
0.063,0.674,1.454
0.068,0.701,1.452
0.072,0.723,1.452
0.075,0.741,1.452
0.075,0.756,1.447
0.069,0.77,1.435
0.069,0.782,1.424
0.065,0.789,1.416
0.062,0.789,1.411
0.058,0.791,1.411
0.05,0.791,1.407
0.039,0.786,1.403
0.026,0.779,1.397
0.026,0.773,1.39
0.016,0.762,1.383
0.012,0.762,1.377
0.009,0.746,1.368
0.004,0.728,1.368
-0.003,0.712,1.357
-0.013,0.698,1.345
-0.023,0.686,1.332
-0.023,0.675,1.319
-0.036,0.675,1.305
-0.046,0.666,1.286
-0.056,0.658,1.286
-0.061,0.653,1.262
-0.063,0.652,1.239
-0.062,0.655,1.218
-0.062,0.657,1.2
-0.058,0.657,1.187
-0.053,0.657,1.172
-0.043,0.652,1.153
-0.03,0.647,1.153
-0.02,0.637,1.136
-0.015,0.628,1.122
-0.01,0.621,1.108
-0.01,0.613,1.094
-0.006,0.613,1.082
-0.002,0.603,1.075
0,0.59,1.075
0,0.576,1.069
0.002,0.563,1.061
0.002,0.552,1.05
0.002,0.542,1.034
0.001,0.542,1.015
-0.002,0.533,0.994
-0.006,0.526,0.994
-0.006,0.519,0.978
-0.009,0.509,0.971
-0.01,0.502,0.965
-0.01,0.496,0.956
-0.008,0.496,0.949
-0.006,0.488,0.944
-0.001,0.479,0.944
0.006,0.473,0.94
0.012,0.467,0.939
0.016,0.46,0.942
0.016,0.457,0.949
0.019,0.455,0.954
0.02,0.455,0.958
0.019,0.453,0.958
0.018,0.454,0.965
0.017,0.455,0.974
0.016,0.457,0.984
0.016,0.46,0.994
0.014,0.459,1.005
0.01,0.459,1.014
0.004,0.454,1.019
-0.002,0.449,1.019
-0.009,0.443,1.021
-0.018,0.433,1.023
-0.022,0.423,1.022
-0.022,0.415,1.022
-0.024,0.415,1.025
-0.029,0.408,1.025
-0.032,0.403,1.025
-0.032,0.398,1.02
-0.029,0.395,1.017
-0.024,0.395,1.011
-0.024,0.398,1.001
-0.021,0.399,0.991
-0.012,0.399,0.98
0.001,0.4,0.968
0.012,0.401,0.968
0.025,0.398,0.959
0.038,0.395,0.954
0.038,0.394,0.948
0.049,0.393,0.939
0.062,0.393,0.932
0.071,0.394,0.923
0.077,0.396,0.923
0.083,0.397,0.913
0.085,0.397,0.906
0.086,0.398,0.902
0.086,0.399,0.901
0.088,0.399,0.904
0.089,0.399,0.909
0.092,0.399,0.909
0.095,0.403,0.915
0.096,0.405,0.924
0.098,0.405,0.937
0.098,0.407,0.952
0.101,0.407,0.968
0.105,0.408,0.989
0.11,0.412,1.114
0.113,0.418,1.011
0.117,0.427,1.03
0.122,0.439,1.048
0.122,0.448,1.066
0.129,0.448,1.088
0.133,0.457,1.107
0.136,0.465,1.125
0.086,0.508,1.329
0.092,0.531,1.342
0.095,0.555,1.362
0.092,0.579,1.387
0.092,0.6,1.404
0.086,0.614,1.415
0.081,0.614,1.424
0.076,0.625,1.424
0.074,0.632,1.432
0.073,0.641,1.437
0.068,0.651,1.437
0.068,0.657,1.439
0.064,0.666,1.439
0.061,0.666,1.438
0.051,0.677,1.435
0.043,0.683,1.435
0.038,0.681,1.424
0.033,0.676,1.409
0.031,0.669,1.391
0.031,0.66,1.368
0.029,0.66,1.342
0.026,0.654,1.316
0.022,0.648,1.316
0.015,0.641,1.291
0.011,0.634,1.266
0.01,0.63,1.239
0.01,0.63,1.206
0.01,0.63,1.178
0.012,0.629,1.16
0.018,0.627,1.16
0.026,0.625,1.146
0.037,0.623,1.134
0.046,0.623,1.126
0.046,0.623,1.118
0.052,0.621,1.113
0.053,0.621,1.112
0.054,0.621,1.112
0.055,0.62,1.107
0.055,0.618,1.101
0.057,0.615,1.098
0.057,0.61,1.095
0.057,0.605,1.092
0.058,0.605,1.093
0.055,0.598,1.096
0.05,0.592,1.096
0.044,0.586,1.097
0.035,0.576,1.098
0.025,0.565,1.1
0.025,0.554,1.101
0.015,0.554,1.098
0.006,0.545,1.092
-0.002,0.537,1.092
-0.008,0.529,1.087
-0.013,0.518,1.084
-0.015,0.509,1.078
-0.015,0.504,1.064
-0.012,0.5,1.047
-0.006,0.5,1.031
0.002,0.493,1.031
0.009,0.486,1.022
0.018,0.479,1.017
0.029,0.474,1.016
0.029,0.471,1.018
0.038,0.47,1.025
0.043,0.47,1.03
0.049,0.471,1.033
0.054,0.475,1.033
0.057,0.479,1.037
0.057,0.484,1.038
0.057,0.488,1.04
0.058,0.485,1.045
0.059,0.485,1.049
0.059,0.481,1.047
0.057,0.476,1.047
0.053,0.469,1.047
0.05,0.462,1.047
0.045,0.455,1.046
0.045,0.45,1.044
0.041,0.447,1.042
0.039,0.447,1.042
0.036,0.443,1.042
0.035,0.438,1.042
0.034,0.431,1.043
0.033,0.427,1.042
0.033,0.422,1.039
0.036,0.416,1.035
0.04,0.416,1.032
0.043,0.413,1.032
0.049,0.414,1.028
0.057,0.414,1.022
0.063,0.415,1.017
0.063,0.418,1.011
0.069,0.421,1.004
0.074,0.421,1.002
0.078,0.423,1
0.081,0.422,1
0.084,0.417,0.998
0.087,0.412,0.998
0.089,0.409,1.001
0.089,0.406,1.01
0.09,0.406,1.018
0.093,0.403,1.029
0.098,0.405,1.029
0.107,0.409,1.043
0.119,0.417,1.059
0.127,0.427,1.081
0.127,0.443,1.108
0.138,0.443,1.138
0.15,0.464,1.167
0.157,0.484,1.198
0.162,0.503,1.198
0.165,0.517,1.229
0.168,0.523,1.259
0.168,0.523,1.286
0.17,0.518,1.311
0.17,0.518,1.331
0.168,0.509,1.345
0.162,0.5,1.345
0.157,0.488,1.353
0.079,0.582,1.367
0.079,0.593,1.364
0.077,0.602,1.36
0.07,0.602,1.348
0.065,0.608,1.333
0.06,0.611,1.333
0.056,0.61,1.312
0.051,0.61,1.285
0.044,0.61,1.262
0.044,0.607,1.248
0.036,0.607,1.237
0.029,0.604,1.22
0.022,0.6,1.22
0.017,0.597,1.198
0.012,0.593,1.18
0.007,0.587,1.168
0.007,0.577,1.159
0.005,0.577,1.154
0.007,0.567,1.153
0.005,0.56,1.153
0.001,0.554,1.151
-0.001,0.549,1.148
-0.001,0.546,1.143
-0.001,0.541,1.14
-0.003,0.541,1.139
-0.004,0.539,1.139
-0.005,0.537,1.144
-0.01,0.538,1.144
