aX,aY,aZ
0.198,0.476,0.954
0.198,0.476,0.956
0.2,0.479,0.96
0.202,0.48,0.96
0.202,0.48,0.963
0.203,0.481,0.966
0.2,0.482,0.966
0.2,0.481,0.965
0.195,0.477,0.966
0.193,0.477,0.967
0.192,0.473,0.967
0.193,0.47,0.971
0.198,0.47,0.976
0.203,0.472,0.98
0.203,0.474,0.985
0.206,0.477,0.99
0.211,0.477,0.993
0.214,0.482,0.995
0.213,0.485,0.995
0.211,0.488,0.997
0.21,0.496,0.995
0.207,0.5,0.99
0.207,0.504,0.984
0.201,0.504,0.976
0.195,0.507,0.968
0.188,0.507,0.968
0.179,0.509,0.964
0.173,0.511,0.957
0.166,0.51,0.95
0.166,0.509,0.946
0.16,0.509,0.944
0.252,0.627,1.168
0.263,0.633,1.185
0.271,0.638,1.185
0.281,0.638,1.202
0.288,0.637,1.217
0.29,0.635,1.227
0.29,0.63,1.234
0.286,0.63,1.238
0.277,0.63,1.243
0.268,0.634,1.243
0.259,0.64,1.246
0.249,0.647,1.247
0.24,0.65,1.251
0.24,0.651,1.259
0.227,0.65,1.267
0.215,0.65,1.274
0.204,0.65,1.274
0.191,0.649,1.279
0.174,0.64,1.281
0.159,0.631,1.283
0.159,0.625,1.286
0.144,0.621,1.291
0.133,0.621,1.299
0.129,0.616,1.314
0.133,0.607,1.314
0.141,0.591,1.33
0.151,0.571,1.345
0.16,0.55,1.357
0.16,0.534,1.362
0.163,0.534,1.364
0.163,0.518,1.361
0.158,0.5,1.361
0.154,0.484,1.357
0.156,0.468,1.352
0.158,0.451,1.344
0.158,0.438,1.334
0.157,0.438,1.322
0.155,0.429,1.308
0.153,0.42,1.308
0.154,0.408,1.296
0.163,0.397,1.289
0.173,0.387,1.284
0.173,0.379,1.276
0.18,0.375,1.267
0.183,0.375,1.259
0.185,0.374,1.134
0.186,0.372,1.246
0.188,0.368,1.234
0.191,0.364,1.22
0.195,0.358,1.207
0.195,0.346,1.195
0.202,0.346,1.184
0.213,0.336,1.171
0.22,0.333,1.171
0.217,0.332,1.153
0.21,0.33,1.133
0.213,0.326,1.119
0.213,0.324,1.114
0.222,0.324,1.11
0.236,0.323,1.108
0.251,0.32,1.108
0.261,0.316,1.106
0.264,0.315,1.102
0.26,0.321,1.094
0.26,0.33,1.08
0.256,0.333,1.068
0.256,0.333,1.058
0.255,0.326,1.039
0.245,0.315,1.039
0.228,0.305,1.012
0.205,0.293,0.979
0.18,0.272,0.942
0.18,0.238,0.903
0.155,0.238,0.864
0.135,0.198,0.829
0.117,0.16,0.829
0.097,0.124,0.799
0.074,0.082,0.767
0.05,0.044,0.733
0.05,0.018,0.703
0.038,-0.107,0.678
0.033,-0.011,0.656
0.025,-0.043,0.656
0.016,-0.085,0.643
0.002,-0.142,0.63
-0.002,-0.196,0.621
-0.002,-0.232,0.619
0.005,-0.27,0.609
0.009,-0.27,0.589
0.01,-0.305,0.572
0.008,-0.326,0.572
0.007,-0.339,0.568
0.013,-0.342,0.576
0.013,-0.341,0.596
0.021,-0.344,0.62
0.031,-0.344,0.633
0.037,-0.359,0.63
0.047,-0.384,0.63
0.06,-0.41,0.614
0.065,-0.432,0.591
0.069,-0.45,0.564
0.069,-0.468,0.533
0.078,-0.468,0.504
0.087,-0.484,0.478
0.097,-0.5,0.478
0.109,-0.552,0.453
0.109,-0.61,0.431
0.107,-0.621,0.412
0.118,-0.625,0.399
0.118,-0.641,0.386
0.13,-0.641,0.36
0.135,-0.659,0.349
0.142,-0.674,0.349
0.154,-0.687,0.357
0.159,-0.703,0.356
0.162,-0.722,0.352
0.162,-0.745,0.349
0.171,-0.87,0.344
0.181,-0.764,0.339
0.291,0.544,1.245
0.291,0.572,1.241
0.288,0.595,1.236
0.283,0.595,1.229
0.275,0.612,1.22
0.266,0.626,1.22
0.252,0.636,1.208
0.233,0.646,1.188
0.233,0.654,1.16
0.208,0.666,1.139
0.187,0.666,1.128
0.174,0.677,1.123
0.165,0.685,1.123
0.16,0.694,1.122
0.155,0.698,1.122
0.15,0.695,1.125
0.15,0.688,1.124
0.146,0.688,1.122
0.145,0.676,1.125
0.15,0.662,1.125
0.158,0.649,1.13
0.165,0.639,1.133
0.175,0.636,1.136
0.175,0.635,1.136
0.182,0.635,1.134
0.189,0.636,1.132
0.198,0.642,1.13
0.205,0.648,1.13
0.214,0.651,1.127
0.219,0.652,1.123
0.219,0.655,1.116
0.224,0.658,1.106
0.227,0.658,1.096
0.223,0.662,1.09
0.22,0.663,1.09
0.216,0.665,1.085
0.209,0.668,1.081
0.204,0.669,1.077
0.204,0.667,1.071
0.203,0.665,1.066
0.199,0.665,1.06
0.196,0.664,1.06
0.196,0.661,1.055
0.198,0.674,1.041
0.225,0.763,1.112
0.225,0.78,1.135
0.227,0.671,1.045
0.196,0.671,1.011
0.193,0.609,1.018
0.194,0.592,1.018
0.177,0.589,1.028
0.153,0.604,1.011
0.153,0.623,0.98
0.135,0.629,0.954
0.124,0.629,0.933
0.124,0.623,0.918
0.132,0.609,0.918
0.14,0.588,0.904
0.145,0.569,0.894
0.145,0.555,0.888
0.152,0.542,0.886
0.155,0.542,0.883
0.151,0.529,0.874
0.143,0.519,0.874
0.134,0.51,0.862
0.126,0.502,0.856
0.126,0.499,0.855
0.126,0.502,0.858
0.133,0.51,0.863
0.142,0.51,0.872
0.157,0.52,0.997
0.171,0.529,0.886
0.181,0.536,0.898
0.188,0.541,0.91
0.188,0.548,0.921
0.192,0.554,0.933
0.191,0.554,0.949
0.186,0.562,0.957
0.177,0.573,0.957
0.164,0.586,0.958
0.151,0.596,0.953
0.141,0.605,0.946
0.141,0.614,0.937
0.14,0.614,0.929
0.144,0.621,0.926
0.149,0.624,0.926
0.152,0.624,0.929
0.156,0.618,0.933
0.159,0.613,0.935
0.159,0.608,0.935
0.158,0.608,0.935
0.155,0.605,0.932
0.153,0.606,0.932
0.151,0.608,0.933
0.149,0.604,0.938
0.145,0.599,0.944
0.145,0.597,0.949
0.139,0.598,0.954
0.132,0.598,0.964
0.137,0.585,1.001
0.133,0.569,1.001
0.123,0.574,1.023
0.125,0.592,1.006
0,0.613,0.996
0.123,0.633,0.985
0.119,0.633,0.973
0.117,0.642,0.971
0.116,0.632,0.971
0.117,0.618,0.982
0.12,0.609,1.001
0.122,0.603,1.02
0.122,0.601,1.039
0.123,0.601,1.057
0.126,0.599,1.068
0.13,0.598,1.068
0.132,0.598,1.076
0.133,0.6,1.084
0.136,0.607,1.089
0.136,0.623,1.095
0.233,0.553,1.228
0.233,0.569,1.228
0.229,0.587,1.223
0.221,0.607,1.21
0.208,0.627,1.195
0.208,0.646,1.182
0.198,0.646,1.172
0.187,0.664,1.164
0.179,0.679,1.164
0.176,0.692,1.162
0.177,0.7,1.168
0.177,0.699,1.176
0.177,0.694,1.183
0.173,0.689,1.185
0.17,0.689,1.181
0.165,0.686,1.18
0.159,0.685,1.18
0.16,0.684,1.18
0.164,0.687,1.18
0.165,0.692,1.179
0.165,0.697,1.175
0.165,0.697,1.17
0.167,0.696,1.165
0.171,0.691,1.165
0.18,0.684,1.159
0.193,0.679,1.156
0.204,0.671,1.154
0.204,0.664,1.153
0.212,0.664,1.153
0.221,0.66,1.154
0.235,0.66,1.154
0.247,0.66,1.16
0.252,0.662,1.168
0.249,0.667,1.168
0.249,0.672,1.16
0.237,0.676,1.144
0.214,0.676,1.12
0.189,0.681,1.12
0.151,0.707,1.082
0.133,0.774,1.07
0.118,0.765,1.038
0.118,0.686,0.968
0.089,0.658,0.946
0.08,0.658,0.956
0.082,0.649,0.961
0.089,0.639,0.961
0.101,0.63,0.962
0.115,0.619,0.969
0.13,0.603,0.983
0.13,0.586,0.997
0.142,0.586,1.009
0.148,0.57,1.021
0.149,0.563,1.021
0.15,0.564,1.032
0.146,0.57,1.039
0.138,0.578,1.042
0.138,0.589,1.041
0.129,0.589,1.036
0.119,0.599,1.026
0.11,0.605,1.026
0.101,0.61,1.017
0.09,0.615,1.013
0.082,0.615,1.008
0.082,0.611,1.004
0.079,0.604,1.001
0.078,0.604,1.001
0.078,0.596,1.001
0.078,0.586,1.002
0.08,0.573,1.007
0.083,0.56,1.012
0.083,0.551,1.013
0.084,0.547,1.013
0.085,0.547,1.013
0.086,0.551,1.014
0.091,0.563,1.014
0.094,0.571,1.014
0.092,0.57,1.014
0.088,0.566,1.012
0.088,0.561,1.008
0.085,0.561,1.006
0.085,0.553,1.003
0.086,0.547,1.003
0.085,0.543,0.999
0.089,0.536,1
0.089,0.532,1.001
0.091,0.529,1.002
0.092,0.529,1.006
0.093,0.526,1.009
0.09,0.526,1.009
0.089,0.527,1.017
0.089,0.526,1.026
0.087,0.524,1.036
0.087,0.521,1.048
0.088,0.52,1.059
0.089,0.52,1.067
0.088,0.518,1.067
0.092,0.516,1.073
0.099,0.518,1.079
0.099,0.519,1.084
0.099,0.521,1.086
0.099,0.523,1.088
0.104,0.523,1.088
0.112,0.526,1.088
0.122,0.526,1.088
0.132,0.525,1.088
0.139,0.528,1.083
0.143,0.531,1.075
0.143,0.54,1.068
0.147,0.54,1.062
0.155,0.552,1.062
0.163,0.565,1.062
0.174,0.575,1.064
0.187,0.581,1.066
0.195,0.585,1.069
0.195,0.588,1.072
0.201,0.588,1.078
0.205,0.59,1.093
0.211,0.588,1.093
0.219,0.583,1.107
0.249,0.48,1.304
0.241,0.492,1.308
0.233,0.492,1.312
0.225,0.5,1.312
0.216,0.506,1.312
0.212,0.51,1.307
0.212,0.513,1.303
0.211,0.517,1.3
0.211,0.521,1.296
0.212,0.521,1.289
0.215,0.524,1.28
0.212,0.529,1.28
0.207,0.535,1.269
0.202,0.542,1.254
0.198,0.552,1.24
0.198,0.563,1.227
0.197,0.578,1.218
0.195,0.578,1.216
0.196,0.595,1.222
0.203,0.61,1.222
0.209,0.626,1.236
0.216,0.644,1.253
0.216,0.667,1.265
0.222,0.692,1.276
0.223,0.692,1.29
0.223,0.715,1.305
0.223,0.735,1.305
0.219,0.756,1.316
0.208,0.776,1.316
0.19,0.795,1.306
0.19,0.81,1.299
0.171,0.81,1.293
0.159,0.821,1.29
0.149,0.831,1.29
0.141,0.838,1.295
0.132,0.84,1.301
0.125,0.837,1.308
0.125,0.83,1.31
0.123,0.818,1.306
0.106,0.818,1.361
0.134,0.903,1.485
0.163,0.948,1.402
0.13,0.816,1.313
0.109,0.714,1.206
0.109,0.697,1.179
0.106,0.691,1.175
0.094,0.691,1.148
0.072,0.687,1.111
0.058,0.694,1.111
0.06,0.693,1.075
0.074,0.68,1.052
0.092,0.65,1.033
0.092,0.609,1.015
0.103,0.609,0.999
0.108,0.579,0.985
0.119,0.572,0.985
0.134,0.581,0.98
0.148,0.593,0.978
0.163,0.599,0.975
0.163,0.595,0.976
0.174,0.595,0.976
0.184,0.588,0.974
0.191,0.586,0.974
0.196,0.59,0.975
0.197,0.597,0.975
0.195,0.602,0.975
0.195,0.608,0.976
0.195,0.61,0.977
0.192,0.61,0.978
0.192,0.609,0.978
0.187,0.608,0.979
0.179,0.609,0.977
0.166,0.607,0.972
0.166,0.602,0.97
0.152,0.598,0.97
0.138,0.598,0.97
0.125,0.593,0.971
0.113,0.587,0.971
0.102,0.577,0.974
0.091,0.565,0.976
0.08,0.551,0.977
0.08,0.538,0.981
0.07,0.538,0.985
0.062,0.525,0.987
0.056,0.515,0.987
0.052,0.507,0.989
0.05,0.499,0.991
0.048,0.494,0.991
0.048,0.491,0.994
0.046,0.491,0.998
0.045,0.494,1.004
0.046,0.506,1.004
0.047,0.513,1.01
0.049,0.515,1.01
0.048,0.516,1.011
0.048,0.513,1.015
0.044,0.509,1.023
0.042,0.509,1.029
0.041,0.509,1.029
0.041,0.51,1.032
0.045,0.508,1.034
0.053,0.506,1.032
0.053,0.506,1.026
0.061,0.507,1.016
0.071,0.507,1.008
0.083,0.506,1.008
0.095,0.505,1.003
0.108,0.507,0.996
0.124,0.508,0.988
0.249,0.506,0.984
0.139,0.505,0.982
0.152,0.505,0.982
0.167,0.505,0.983
0.181,0.504,0.983
0.192,0.502,0.983
0.199,0.502,0.983
0.205,0.505,0.986
0.205,0.505,0.986
0.211,0.505,0.986
0.161,0.513,1.354
0.15,0.531,1.357
0.138,0.531,1.355
0.128,0.547,1.355
0.118,0.559,1.35
0.103,0.565,1.341
0.086,0.57,1.328
0.086,0.577,1.31
0.066,0.58,1.288
0.048,0.58,1.268
0.036,0.578,1.25
0.031,0.573,1.25
0.032,0.568,1.233
0.034,0.562,1.221
0.038,0.554,1.213
0.038,0.545,1.201
0.043,0.545,1.184
0.05,0.538,1.169
0.055,0.533,1.169
0.06,0.53,1.158
0.066,0.526,1.146
0.073,0.524,1.136
0.073,0.526,1.131
0.08,0.526,1.133
0.091,0.527,1.136
0.103,0.528,1.136
0.114,0.529,1.136
0.118,0.531,1.134
0.119,0.529,1.129
0.119,0.528,1.121
0.118,0.53,1.114
0.116,0.53,1.108
0.115,0.531,1.1
0.118,0.53,1.1
0.118,0.527,1.089
0.119,0.525,1.078
0.123,0.526,1.07
0.123,0.527,1.062
0.128,0.527,1.056
0.135,0.527,1.049
0.138,0.528,1.049
0.138,0.528,1.04
0.138,0.529,1.032
0.138,0.53,1.026
0.138,0.532,1.023
0.14,0.532,1.024
0.143,0.534,1.027
0.147,0.536,1.03
0.151,0.54,1.03
0.154,0.541,1.032
0.153,0.538,1.031
0.153,0.536,1.026
0.149,0.536,1.021
0.146,0.536,1.018
0.143,0.534,1.018
0.136,0.529,1.018
0.13,0.523,1.017
0.128,0.515,1.014
0.123,0.507,1.01
0.123,0.498,1.005
0.12,0.498,1.001
0.117,0.487,0.999
0.109,0.475,0.999
0.106,0.468,0.996
0.102,0.463,0.992
0.097,0.456,0.987
0.097,0.455,0.985
0.094,0.455,0.981
0.095,0.455,0.976
0.094,0.452,0.976
0.089,0.45,0.972
0.084,0.449,0.968
0.083,0.449,0.962
0.083,0.449,0.955
0.081,0.449,0.949
0.079,0.447,0.943
0.077,0.445,0.933
0.077,0.444,0.933
0.081,0.442,0.921
0.085,0.441,0.913
0.085,0.436,0.908
0.088,0.43,0.904
0.095,0.43,0.9
0.1,0.428,0.898
0.103,0.427,0.898
0.106,0.426,0.898
0.107,0.424,0.899
0.107,0.424,0.899
0.105,0.424,0.902
0.106,0.424,0.907
0.108,0.426,0.913
0.11,0.426,0.913
0.11,0.426,0.919
0.112,0.431,0.925
0.115,0.437,0.934
0.115,0.44,0.942
0.113,0.444,0.949
0.11,0.444,0.956
0.108,0.447,0.956
0.106,0.447,0.961
0.105,0.448,0.969
0.104,0.451,0.976
0.104,0.453,0.982
0.103,0.456,0.988
0.102,0.456,0.994
0.1,0.458,0.999
0.097,0.458,0.999
0.097,0.459,1.006
0.098,0.461,1.012
0.098,0.461,1.016
0.097,0.461,1.021
0.098,0.461,1.026
0.099,0.461,1.029
0.098,0.461,1.029
0.096,0.459,1.029
0.099,0.458,1.03
0.099,0.458,1.032
0.102,0.459,1.035
0.102,0.459,1.037
0.122,0.64,1.254
0.122,0.64,1.261
0.123,0.646,1.265
0.122,0.648,1.265
0.117,0.649,1.267
0.109,0.649,1.265
0.106,0.648,1.257
0.106,0.648,1.244
0.103,0.645,1.23
0.103,0.645,1.218
0.107,0.638,1.218
0.11,0.632,1.205
0.117,0.63,1.195
0.122,0.624,1.187
0.122,0.616,1.181
0.128,0.614,1.174
0.132,0.614,1.166
0.128,0.617,1.166
0.118,0.63,1.156
0.105,0.647,1.142
0.094,0.667,1.132
0.094,0.685,1.121
0.089,0.695,1.11
0.088,0.695,1.098
0.089,0.698,1.083
0.091,0.695,1.083
0.095,0.683,1.073
0.106,0.661,1.072
0.122,0.632,1.076
0.122,0.601,1.083
0.137,0.601,1.088
0.148,0.572,1.087
0.157,0.55,1.087
0.163,0.533,1.084
0.163,0.524,1.079
0.16,0.523,1.074
0.16,0.527,1.069
0.156,0.527,1.064
0.153,0.533,1.061
0.153,0.536,1.058
0.154,0.539,1.058
0.153,0.541,1.052
0.149,0.539,1.043
0.149,0.54,1.035
0.144,0.542,1.025
0.141,0.542,1.014
0.132,0.542,1.002
0.122,0.538,1.002
0.105,0.534,0.99
0.088,0.535,0.973
0.088,0.538,0.955
0.074,0.541,0.938
0.062,0.541,0.925
0.053,0.542,0.915
0.053,0.542,0.915
0.058,0.538,0.91
0.063,0.532,0.914
0.073,0.526,0.92
0.073,0.522,0.929
0.082,0.522,0.937
0.088,0.522,0.948
0.09,0.52,0.948
0.094,0.519,0.96
0.096,0.523,0.969
0.097,0.526,0.979
0.097,0.53,0.987
0.098,0.53,0.994
0.097,0.534,1.002
0.096,0.538,1.004
0.097,0.539,1.004
0.093,0.537,1.009
0.088,0.535,1.014
0.088,0.533,1.016
0.084,0.534,1.021
0.079,0.534,1.025
0.076,0.536,1.03
0.073,0.535,1.03
0.071,0.537,1.034
0.07,0.541,1.037
0.07,0.543,1.043
0.068,0.543,1.049
0.069,0.543,1.055
0.072,0.544,1.06
0.073,0.546,1.06
0.074,0.547,1.064
0.077,0.549,1.067
0.079,0.549,1.068
0.079,0.55,1.069
0.08,0.55,1.071
0.08,0.551,1.071
0.083,0.549,1.071
0.085,0.548,1.07
0.088,0.549,1.07
0.095,0.547,1.071
0.095,0.544,1.072
0.1,0.541,1.071
0.109,0.541,1.07
0.118,0.541,1.07
0.123,0.545,1.07
0.128,0.549,1.071
0.134,0.552,1.074
0.134,0.554,1.076
0.142,0.554,1.081
0.15,0.558,1.09
0.159,0.566,1.1
0.17,0.574,1.1
0.181,0.585,1.113
0.193,0.596,1.129
0.193,0.612,1.146
0.204,0.631,1.161
0.211,0.631,1.174
0.211,0.649,1.185
0.205,0.667,1.185
0.194,0.681,1.198
0.185,0.685,1.21
0.185,0.683,1.221
0.18,0.668,1.232
0.176,0.668,1.242
0.174,0.645,1.251
0.156,0.602,1.255
0.146,0.579,1.257
0.146,0.557,1.257
0.141,0.557,1.254
0.138,0.539,1.251
0.131,0.52,1.248
0.119,0.506,1.248
0.106,0.494,1.243
0.097,0.482,1.236
0.097,0.471,1.229
0.092,0.461,1.228
0.087,0.461,1.228
0.086,0.452,1.226
0.088,0.442,1.226
0.092,0.433,1.226
0.098,0.425,1.23
0.098,0.417,1.234
0.103,0.407,1.237
0.105,0.407,1.238
0.11,0.397,1.24
0.12,0.391,1.24
0.127,0.388,1.245
0.131,0.391,1.25
0.137,0.401,1.256
0.137,0.413,1.266
0.149,0.424,1.281
0.165,0.424,1.297
0.184,0.429,1.297
0.201,0.435,1.316
0.206,0.444,1.331
0.208,0.45,1.342
0.208,0.447,1.352
0.21,0.439,1.359
0.214,0.439,1.364
0.222,0.428,1.37
0.228,0.415,1.37
0.235,0.4,1.374
0.244,0.387,1.373
0.244,0.38,1.37
0.246,0.378,1.365
0.238,0.378,1.355
0.23,0.379,1.337
0.219,0.381,1.337
0.199,0.383,1.315
0.175,0.389,1.294
0.154,0.396,1.273
0.154,0.398,1.253
0.14,0.395,1.227
0.127,0.395,1.201
0.113,0.386,1.201
0.096,0.376,1.181
0.076,0.371,1.158
0.049,0.366,1.126
0.049,0.361,1.091
0.019,0.354,1.055
-0.008,0.354,1.013
-0.026,0.341,0.972
-0.041,0.316,0.972
-0.056,0.284,0.935
-0.071,0.256,0.9
-0.089,0.234,0.867
-0.089,0.207,0.825
-0.104,0.207,0.788
-0.113,0.171,0.756
-0.112,0.13,0.756
-0.114,0.081,0.719
-0.118,0.024,0.682
-0.119,-0.034,0.651
-0.119,-0.088,0.627
-0.115,-0.088,0.61
-0.108,-0.134,0.604
-0.098,-0.171,0.604
-0.08,-0.202,0.605
-0.058,-0.234,0.615
-0.04,-0.272,0.63
-0.039,-0.324,0.636
-0.039,-0.366,0.63
-0.048,-0.366,0.623
-0.06,-0.387,0.601
-0.076,-0.408,0.601
-0.089,-0.413,0.566
-0.097,-0.41,0.534
-0.099,-0.413,0.504
-0.099,-0.419,0.481
-0.093,-0.437,0.475
-0.079,-0.437,0.476
-0.059,-0.462,0.476
-0.031,-0.491,0.475
-0.004,-0.527,0.466
0.015,-0.566,0.447
0.015,-0.605,0.418
0.03,-0.64,0.384
0.041,-0.64,0.35
0.052,-0.672,0.32
0.069,-0.709,0.32
0.09,-0.743,0.293
0.109,-0.773,0.271
0.129,-0.805,0.247
0.129,-0.835,0.225
0.153,-0.835,0.199
0.17,-0.863,0.179
0.182,-0.885,0.179
0.197,-0.898,0.18
0.211,-0.904,0.18
0.221,-0.904,0.175
0.221,-0.9,0.174
0.231,-0.895,0.169
0.244,-0.895,0.162
0.25,-0.89,0.162
0.254,-0.884,0.154
0.258,-0.877,0.148
0.259,-0.864,0.143
0.259,-0.842,0.14
0.258,-0.822,0.138
0.258,-0.822,0.142
0.261,-0.807,0.155
0.267,-0.802,0.155
0.267,-0.826,0.167
0.258,-0.819,0.18
0.136,0.539,1.359
0.136,0.558,1.368
0.127,0.558,1.375
0.115,0.576,1.378
0.102,0.599,1.378
0.09,0.619,1.376
0.086,0.633,1.372
0.088,0.644,1.37
0.088,0.65,1.371
0.092,0.65,1.371
0.097,0.657,1.369
0.096,0.663,1.364
0.093,0.669,1.364
0.091,0.675,1.358
0.088,0.677,1.348
0.088,0.678,1.336
0.085,0.678,1.324
0.081,0.678,1.308
0.075,0.676,1.291
0.071,0.671,1.291
0.071,0.666,1.274
0.074,0.662,1.258
0.074,0.655,1.245
0.076,0.651,1.232
0.078,0.651,1.219
0.081,0.647,1.209
0.084,0.639,1.209
0.086,0.628,1.2
0.087,0.615,1.187
0.089,0.605,1.174
0.089,0.598,1.162
0.09,0.598,1.152
0.089,0.59,1.144
0.088,0.587,1.144
0.091,0.586,1.136
0.092,0.585,1.121
0.089,0.582,1.1
0.089,0.579,1.081
0.089,0.579,1.065
0.089,0.574,1.054
0.088,0.566,1.043
0.088,0.555,1.043
0.088,0.545,1.034
0.084,0.537,1.026
0.084,0.53,1.023
0.077,0.524,1.023
0.07,0.524,1.024
0.065,0.517,1.024
0.06,0.512,1.024
0.054,0.509,1.021
0.052,0.506,1.019
0.052,0.503,1.018
0.05,0.502,1.014
0.048,0.502,1.011
0.046,0.501,1.01
0.043,0.498,1.01
0.04,0.493,1.008
0.038,0.488,1.007
0.038,0.483,1.007
0.037,0.476,1.007
0.038,0.476,1.007
0.041,0.47,1.007
0.043,0.466,1.007
0.042,0.462,1.007
0.041,0.456,1.005
0.043,0.449,1.005
0.043,0.446,1.005
0.045,0.446,0.997
0.045,0.446,0.99
0.046,0.441,0.99
0.05,0.437,0.982
0.053,0.435,0.973
0.056,0.436,0.964
0.056,0.438,0.957
0.059,0.44,0.954
0.061,0.44,0.95
0.068,0.444,0.95
0.076,0.446,0.946
0.082,0.45,0.942
0.09,0.455,0.938
0.09,0.459,0.936
0.095,0.461,0.936
0.097,0.461,0.937
0.099,0.461,0.94
0.1,0.459,0.94
0.099,0.456,0.942
0.096,0.455,0.945
0.096,0.452,0.945
0.088,0.448,0.946
0.08,0.448,0.945
0.074,0.445,0.946
0.068,0.444,0.946
0.065,0.441,0.95
0.066,0.439,0.955
0.068,0.437,0.959
0.068,0.437,0.966
0.069,0.437,0.976
0.069,0.439,0.984
0.072,0.443,0.984
0.078,0.447,0.992
0.083,0.449,1.001
0.086,0.454,1.012
0.086,0.456,1.025
0.09,0.459,1.035
0.093,0.459,1.04
0.095,0.46,1.04
0.096,0.463,1.044
0.096,0.466,1.047
0.096,0.468,1.05
0.096,0.471,1.053
0.094,0.471,1.053
0.09,0.471,1.049
0.087,0.47,1.049
0.081,0.472,1.046
0.078,0.469,1.046
0.072,0.466,1.045
0.072,0.464,1.042
0.067,0.462,1.037
0.066,0.462,1.032
0.156,0.595,1.281
0.158,0.592,1.301
0.157,0.589,1.301
0.153,0.587,1.317
0.148,0.587,1.328
0.142,0.585,1.333
0.142,0.579,1.334
0.135,0.579,1.333
0.125,0.569,1.333
0.121,0.556,1.333
0.118,0.545,1.33
0.115,0.537,1.328
0.109,0.532,1.323
0.109,0.526,1.315
0.102,0.522,1.307
0.099,0.522,1.301
0.097,0.519,1.301
0.098,0.51,1.297
0.1,0.497,1.296
0.099,0.484,1.293
0.099,0.47,1.281
0.095,0.459,1.267
0.092,0.459,1.256
0.091,0.444,1.245
0.095,0.424,1.245
0.101,0.4,1.236
0.106,0.373,1.226
0.112,0.347,1.22
0.112,0.324,1.22
0.118,0.324,1.221
0.125,0.307,1.224
0.134,0.296,1.224
0.141,0.29,1.227
0.145,0.293,1.23
0.153,0.301,1.234
0.153,0.309,1.235
0.16,0.309,1.231
0.166,0.322,1.231
0.178,0.337,1.231
0.19,0.347,1.229
0.195,0.354,1.225
0.195,0.358,1.22
0.195,0.358,1.215
0.191,0.355,1.203
0.182,0.355,1.19
0.175,0.351,1.179
0.166,0.343,1.179
0.153,0.333,1.163
0.142,0.322,1.143
0.136,0.311,1.125
0.136,0.301,1.106
0.133,0.301,1.084
0.13,0.292,1.06
0.122,0.288,1.06
0.113,0.282,1.036
0.106,0.271,1.009
0.098,0.253,0.984
0.098,0.228,0.959
0.093,0.228,0.931
0.087,0.201,0.9
0.077,0.167,0.866
0.07,0.135,0.866
0.064,0.105,0.834
0.061,0.076,0.805
0.061,0.047,0.778
0.061,0.015,0.752
0.062,0.015,0.728
0.063,-0.011,0.704
0.065,-0.035,0.704
0.067,-0.062,0.677
0.065,-0.091,0.651
0.065,-0.114,0.63
0.066,-0.135,0.613
0.068,-0.135,0.602
0.073,-0.16,0.594
0.083,-0.183,0.594
0.098,-0.212,0.593
0.114,-0.245,0.594
0.128,-0.276,0.598
0.128,-0.314,0.601
0.132,-0.353,0.599
0.13,-0.353,0.594
0.134,-0.371,0.594
0.135,-0.379,0.585
0.131,-0.395,0.563
0.135,-0.413,0.545
0.135,-0.428,0.538
0.144,-0.436,0.544
0.16,-0.436,0.56
0.18,-0.435,0.582
0.195,-0.432,0.582
0.208,-0.431,0.605
0.219,-0.428,0.622
0.227,-0.426,0.628
0.227,-0.425,0.626
0.232,-0.428,0.619
0.237,-0.428,0.612
0.242,-0.444,0.612
0.239,-0.44,0.608
0.243,-0.41,0.603
0.255,-0.39,0.601
0.255,-0.38,0.597
0.264,-0.377,0.589
0.269,-0.377,0.582
0.272,-0.382,0.577
0.27,-0.395,0.577
0.266,-0.416,0.572
0.26,-0.442,0.565
0.257,-0.466,0.562
0.257,-0.488,0.56
0.258,-0.488,0.552
0.257,-0.52,0.543
0.255,-0.55,0.543
0.252,-0.572,0.536
0.25,-0.594,0.529
0.252,-0.614,0.52
0.252,-0.633,0.508
0.256,-0.652,0.493
0.257,-0.652,0.478
0.143,0.594,1.298
0.137,0.593,1.313
0.127,0.582,1.313
0.118,0.563,1.324
0.112,0.542,1.335
0.102,0.517,1.341
0.102,0.492,1.34
0.086,0.492,1.339
0.068,0.472,1.336
0.053,0.452,1.336
0.044,0.433,1.329
0.034,0.417,1.323
0.024,0.405,1.318
0.024,0.396,1.311
0.015,0.387,1.306
0.008,0.387,1.305
0.004,0.374,1.305
0.004,0.362,1.309
0.007,0.352,1.319
0.014,0.343,1.331
0.014,0.337,1.343
0.022,0.337,1.355
0.031,0.337,1.365
0.04,0.346,1.371
0.049,0.36,1.371
0.057,0.376,1.375
0.064,0.394,1.382
0.072,0.409,1.384
0.072,0.419,1.384
0.078,0.419,1.382
0.084,0.423,1.38
0.093,0.427,1.38
0.103,0.429,1.376
0.109,0.428,1.368
0.112,0.425,1.356
0.112,0.421,1.338
0.115,0.421,1.314
0.12,0.419,1.287
0.123,0.417,1.287
0.126,0.413,1.256
0.131,0.41,1.227
0.132,0.408,1.2
0.132,0.403,1.17
0.13,0.396,1.136
0.127,0.396,1.103
0.124,0.392,1.103
0.124,0.39,1.078
0.129,0.389,1.056
0.14,0.385,1.037
